L0006.SH.GE.Epi.ITS1.3	L0006.SH.GE.Epi.ITS1.4	L0006.SH.PU.Endo.ITS1.4	L0006.SH.SD.Soil.ITS1.1	L0006.SH.CAS8.Root.ITS1.3	L0006.SH.GE.Soil.ITS1.2	L0006.SH.GE.Epi.ITS1.2	L0006.SH.PU.Endo.ITS1.3	L0006.SH.PU.Endo.ITS1.2	L0006.SH.PU.Epi.ITS1.4	L0006.SH.GE.Soil.ITS1.1	L0006.SH.SD.Endo.ITS1.3	L0006.SH.PU.Soil.ITS1.3	L0006.SH.SD.Soil.ITS1.3	L0006.SH.CAS9.Soil.ITS1.3	L0006.SH.GE.Endo.ITS1.3	L0006.SH.SD.Endo.ITS1.4	L0006.SH.CAS8.Soil.ITS1.1	L0006.SH.SD.Epi.ITS1.2	L0006.SH.SD.Endo.ITS1.1	L0006.SH.GE.Soil.ITS1.4	L0006.SH.CAS9.Soil.ITS1.1	L0006.SH.SD.Soil.ITS1.4	L0006.SH.GE.Endo.ITS1.4	L0006.SH.SD.Soil.ITS1.2	L0006.SH.GE.Endo.ITS1.1	L0006.SH.SD.Epi.ITS1.4	L0006.SH.PU.Endo.ITS1.1	L0006.SH.CAS9.Root.ITS1.2	L0006.SH.SD.Epi.ITS1.3	L0006.SH.CAS9.Soil.ITS1.2	L0006.SH.GE.Soil.ITS1.3	L0006.SH.PU.Soil.ITS1.4	L0006.SH.CAS8.Soil.ITS1.3	L0006.SH.PU.Epi.ITS1.3	L0006.SH.CAS9.Root.ITS1.1	L0006.SH.PU.Soil.ITS1.1	L0006.SH.GE.Endo.ITS1.2	L0006.SH.PU.Epi.ITS1.1	L0006.SH.SD.Epi.ITS1.1	L0006.SH.PU.Soil.ITS1.2	L0006.SH.SD.Endo.ITS1.2	L0006.SH.CAS8.Soil.ITS1.2	L0006.SH.CAS9.Root.ITS1.3	L0006.SH.PU.Epi.ITS1.2	L0006.SH.GE.Epi.ITS1.1	L0006.SH.CAS8.Root.ITS1.2	L0006.SH.CAS8.Root.ITS1.1
OTU_263	0	0	0	2	0	0	0	0	149	33	0	0	178	1	0	0	0	0	1	0	0	4	2	0	19	0	0	15	0	0	0	0	73	0	32	0	222	0	52	1	347	0	0	0	41	0	0	0
OTU_376	207	195	37	0	0	13	190	0	0	30	7	0	2	0	0	13	0	0	0	0	11	0	2	27	0	0	0	27	0	0	0	20	4	0	1	0	2	96	0	0	5	0	0	0	0	0	0	0
OTU_231	28	35	0	0	0	272	65	0	0	2	61	0	132	0	129	10	0	89	0	0	275	50	0	0	0	0	0	0	0	0	69	85	63	42	11	0	79	0	0	0	62	0	33	0	3	10	0	0
OTU_518	0	0	0	0	0	2	0	0	0	0	13	0	0	0	155	0	0	59	0	0	93	143	0	0	0	0	0	0	0	0	146	2	0	24	0	0	0	0	0	0	3	0	0	0	0	27	0	0
OTU_115	60	26	14	61	0	7	31	1	0	12	3	90	5	52	0	14	25	0	1952	24	3	0	65	4	434	0	595	0	0	595	0	0	56	0	0	0	3	0	2	978	14	434	0	0	17	75	0	0
OTU_614	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	323	0	0	0	0	0	0	0	0	0	0	0
OTU_657	0	0	0	0	0	7	0	3	0	0	9	0	5	0	52	0	0	28	0	0	7	37	0	0	1	0	0	0	0	0	23	22	16	41	0	0	12	0	0	0	6	0	29	0	0	0	0	0
OTU_550	0	0	0	26	0	1	0	0	0	0	2	2	27	84	0	0	1	0	0	5	8	2	67	0	98	0	1	0	0	4	0	7	128	0	0	0	45	0	0	0	2	0	0	0	0	0	0	0
OTU_248	0	253	0	0	0	0	0	0	0	0	556	0	0	0	0	0	0	0	0	0	221	0	0	44	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0	0
OTU_467	23	2	0	0	0	1	34	41	198	0	0	0	41	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	120	9	4	0	15	0	0	0	16	0	0	0
OTU_628	78	78	0	1	0	39	25	0	0	0	176	0	0	7	5	11	0	0	0	0	96	8	2	0	9	0	0	0	0	0	4	209	0	0	0	0	2	0	0	0	1	0	8	0	0	2	0	0
OTU_458	0	0	0	76	0	42	0	0	0	5	57	1	0	65	33	0	0	0	3	5	9	7	43	0	103	0	8	0	0	4	0	23	0	0	13	0	0	0	0	2	8	0	0	0	0	0	0	0
OTU_1177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_184	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	8	0	0	4	0	0	0	0	0	0	0	0	0	3795	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_276	3	2	0	420	0	14	0	0	0	0	142	218	0	140	5	0	30	7	33	153	69	3	153	0	396	0	43	0	0	54	8	18	9	30	0	0	2	0	0	97	6	22	0	0	0	0	0	0
OTU_570	37	4	0	0	0	3	3	0	0	0	1	0	58	0	0	83	0	0	0	0	6	0	0	0	0	0	0	19	0	0	0	67	0	0	0	0	203	0	56	0	0	0	0	0	0	0	0	0
OTU_714	0	2	3	154	0	7	0	0	0	0	30	4	7	7	0	0	12	0	8	89	18	0	68	0	79	0	23	0	0	0	10	36	40	0	0	0	22	0	0	21	3	32	0	0	0	0	0	0
OTU_329	0	0	0	0	26	0	0	0	0	0	1	0	0	0	44	0	0	101	0	0	0	22	0	0	0	0	0	0	0	0	22	2	0	280	0	44	0	0	0	0	0	0	246	8	0	0	37	306
OTU_142	0	0	0	118	0	0	0	0	0	0	0	0	0	1	0	0	136	0	1	0	0	0	2247	0	156	0	16	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_356	0	0	0	87	0	0	0	0	0	0	0	11	0	4	0	0	0	0	0	14	0	0	0	0	10	0	576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0
OTU_234	18	197	0	0	0	132	117	0	0	0	1	0	996	0	0	0	0	0	0	0	238	0	0	32	0	0	0	0	0	0	0	20	0	0	125	0	2	0	0	0	135	0	0	0	26	0	0	0
OTU_257	733	0	0	1	0	2	282	0	0	0	0	0	0	1	0	116	0	0	3	0	4	0	0	0	15	0	0	0	0	0	0	25	0	0	7	0	0	0	0	1	0	0	0	0	6	0	0	0
OTU_462	0	0	0	55	0	4	4	0	0	1	4	4	33	59	72	6	28	22	1	18	21	9	47	0	58	0	9	0	0	3	23	47	27	0	0	0	27	0	0	13	22	2	0	0	0	0	0	0
OTU_289	0	0	0	2	0	138	0	0	0	0	311	0	0	120	0	0	0	0	0	0	256	0	27	0	4	0	0	0	0	1	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1188	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0
OTU_118	4	29	0	0	0	191	10	0	0	7	88	0	71	0	220	0	0	63	0	0	2629	138	0	5	0	0	0	0	0	0	58	101	16	143	3	0	23	0	0	0	28	0	60	0	11	0	0	0
OTU_346	40	4	0	0	0	38	2	0	0	0	34	0	14	3	228	0	0	18	0	0	98	168	2	0	2	0	0	0	0	0	153	206	29	16	43	0	10	0	0	0	2	0	144	0	0	0	0	0
OTU_280	25	0	0	2	0	559	47	0	0	1	80	0	0	0	1	0	0	0	0	0	187	0	0	0	1	0	0	0	0	0	0	268	0	0	0	0	0	0	0	0	2	0	0	0	0	25	0	0
OTU_975	333	13	5	216	0	108	68	0	2	17	93	19	20	165	0	31	52	0	16	2	2	0	9	28	71	0	170	0	0	80	0	1	9	0	2	0	0	0	0	333	44	8	10	0	93	55	0	0
OTU_220	2	0	0	3	0	138	15	0	0	0	131	79	13	11	179	143	0	11	0	0	134	156	6	3	9	149	0	0	0	1	42	102	12	7	0	0	14	364	0	0	4	0	12	32	0	0	0	0
OTU_238	1	2	5	2	0	1	0	0	19	4	2	0	1096	1	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	5	67	0	0	0	47	0	7	0	18	0	0	0	5	0	0	0
OTU_540	0	2	4	135	0	7	0	0	0	0	14	0	3	17	0	0	14	0	7	72	20	0	43	0	50	0	6	0	0	0	9	24	33	0	0	0	5	0	0	14	0	24	0	0	0	5	0	0
OTU_942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0	0	0	0	0	7	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_370	0	0	15	0	0	0	0	0	0	11	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	8	380	0	21	0	166	0	18	0	0	0	0	0	0	0
OTU_522	0	12	0	0	0	41	0	1	0	0	42	0	0	0	42	0	0	0	0	0	202	59	0	0	0	0	0	0	0	0	31	54	2	0	0	0	5	0	0	0	2	0	18	0	0	0	0	0
OTU_1382	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	7	0	0	0	152	0	0	0	1	0	0	0
OTU_505	0	0	0	0	0	13	0	0	0	0	75	0	6	0	65	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0	68	0	101	0	0	0	9	0	0	0	49	0	0	0	0	0	0	0
OTU_429	141	66	3	1	0	2	36	0	3	13	3	17	3	11	0	0	1	0	12	0	2	0	46	22	6	0	48	0	0	145	0	5	35	0	10	0	17	0	6	3	8	0	0	0	4	33	0	0
OTU_531	0	17	0	0	0	28	0	0	0	0	15	0	20	1	0	0	0	9	0	0	183	33	0	0	0	0	0	0	0	0	21	18	8	32	0	0	11	0	0	0	4	0	0	0	0	0	0	0
OTU_496	3	200	0	0	0	55	18	0	0	0	73	0	0	0	0	0	0	0	0	0	63	0	0	0	1	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	1	23	0	0
OTU_776	0	0	0	0	0	0	20	0	0	224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU_224	8	8	5	16	0	15	35	0	3	28	3	1	184	5	0	162	1	0	1	1	1	0	21	3	5	0	1	1	0	8	0	0	72	0	64	0	168	8	56	1	485	0	0	0	318	30	0	0
OTU_323	0	0	0	43	0	2	0	0	0	0	2	0	4	13	0	0	18	1	4	3	1	0	20	0	54	0	666	0	0	2	0	0	2	0	0	0	2	0	0	14	1	0	0	0	0	0	0	0
OTU_588	0	0	0	0	0	0	0	0	0	0	0	0	284	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	39	0	10	0	0	0	0	0	0	0	0	0	0	0
OTU_493	0	0	0	0	0	0	0	0	0	0	0	0	7	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	22	2	363	0	0	1	0	0	0	0	0	31	0	0	0	0	0
OTU_507	0	0	0	1	0	6	0	0	0	0	3	0	0	0	290	0	0	60	0	0	1	143	1	0	5	0	0	0	0	0	129	3	0	3	0	0	0	0	0	0	1	0	154	0	0	0	0	0
OTU_658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	18	3	0	0	0	258	0	0	0	0	0	0	0	0	0	0	0
OTU_242	0	0	0	59	0	0	0	0	0	0	0	344	1	256	0	0	0	0	6	70	0	0	120	0	324	0	27	0	0	52	0	0	0	0	0	0	0	0	0	5	0	7	0	0	0	0	0	0
OTU_922	0	1	0	1	0	22	84	0	0	0	7	0	0	6	0	0	0	0	0	0	53	0	2	0	3	0	0	0	0	3	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4830	0	0	0	0	0	0	1	2	0	30	0	0	268	0	18	0	0	0	0	0	5	0	0	0	0	0	0	5	0	0	0	4	404	0	19	0	349	0	2	0	17	0	0	0	1	0	0	0
OTU_178	7	1	3	6	0	22	18	0	1	0	16	2	33	2	0	79	1588	0	2	24	41	0	4	27	5	0	3	7	8	1	0	495	49	0	0	0	2	352	0	20	10	68	0	0	0	0	0	0
OTU_188	0	0	0	0	0	0	0	0	55	70	1	0	687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	424	0	150	0	30	0	6	0	313	0	0	0	243	0	0	0
OTU_344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3933	0	0	0	117	0	0	0	1	28	0	0	1	2	27	0	0	168	0	1	153	0	0	26	0	42	0	32	0	0	16	0	0	0	0	0	0	0	0	0	16	31	272	0	0	14	0	0	0
OTU_741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_385	0	0	0	0	0	6	0	13	407	0	5	0	31	0	0	0	0	0	0	0	30	16	0	0	0	0	0	0	0	0	23	4	25	0	4	0	18	0	0	0	38	0	0	0	220	0	0	0
OTU_767	0	0	0	0	0	0	0	0	0	0	0	0	37	0	8	0	0	0	0	0	0	22	1	0	0	0	0	0	0	0	61	0	10	0	0	0	0	0	0	0	6	0	64	0	0	0	0	0
OTU_117	181	482	0	0	1	563	337	0	0	0	1041	0	0	0	0	255	0	0	0	0	197	0	0	138	0	9	0	0	0	0	0	767	0	0	0	0	0	78	0	0	0	0	0	0	0	104	0	0
OTU_260	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	1	0	18	0	75	2	1036	0	0	0	17	0	0	0
OTU_307	0	0	0	383	0	0	0	0	0	0	0	0	0	68	0	0	5	0	22	49	0	0	75	0	137	0	19	0	0	7	0	0	0	0	0	0	0	0	0	80	0	5	0	0	0	0	0	0
OTU_451	0	0	81	13	0	0	0	0	0	18	1	18	0	33	0	0	7	0	16	17	0	0	9	0	11	0	91	0	0	523	0	0	63	0	1	0	1	0	0	2	0	1	0	0	0	0	0	0
OTU_766	0	0	0	0	0	1	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_183	6	11	0	4	0	2	1	0	0	0	0	0	2	0	0	0	1	9	1	0	5	272	8	0	3	0	1	0	0	1	16	1	0	1908	0	0	0	172	0	0	0	0	0	0	0	0	0	0
OTU_206	16	3	0	0	0	46	18	0	0	18	5	0	944	0	87	0	1	0	0	0	14	87	0	0	0	0	0	0	0	0	82	17	135	0	132	0	11	0	4	0	29	0	0	0	6	0	5	0
OTU_275	0	0	0	55	50	133	0	0	0	0	41	0	0	68	33	0	9	0	0	1	81	9	691	0	54	0	42	0	0	0	214	51	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
OTU_369	0	0	0	77	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	44	0	1	0	5	0	0	0	0	0	37	0	0	0	550	0	22	20	22	0	0	0	10	0	0	0
OTU_4155	32	0	0	0	0	42	25	0	0	0	85	0	0	0	0	158	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	361	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0
OTU_483	0	6	1	1	0	0	0	0	8	28	0	0	18	6	0	0	0	0	0	0	4	0	0	0	0	0	0	14	0	0	0	3	33	0	22	0	38	0	8	1	68	0	0	0	236	0	0	0
OTU_459	0	5	0	0	0	199	3	0	0	0	7	0	0	0	142	0	0	9	0	0	11	90	2	0	0	0	0	0	0	0	10	24	0	0	0	0	1	0	0	0	0	0	13	0	0	0	0	0
OTU_461	35	9	0	0	0	145	25	0	0	0	131	0	0	0	0	0	0	0	0	0	40	11	0	0	0	0	0	0	0	0	0	141	0	15	0	0	0	0	0	0	0	0	0	0	0	3	0	0
OTU_288	0	0	0	0	0	0	0	0	0	0	0	0	0	153	0	0	0	0	164	0	0	0	0	0	668	0	3	0	0	128	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0
OTU_453	77	1	0	10	0	3	19	0	0	0	0	88	1	19	0	12	7	0	16	0	2	0	14	0	3	0	65	0	0	176	0	0	0	0	0	0	0	10	0	14	0	0	0	0	1	13	0	0
OTU_534	0	0	0	0	0	0	7	0	0	0	3	0	0	0	0	95	0	0	0	0	7	1	0	1	0	19	0	0	0	0	0	0	0	0	0	0	0	287	0	0	0	0	0	0	0	0	0	0
OTU_333	79	23	0	0	0	0	0	0	0	0	35	135	0	2	0	594	29	0	4	1	2	0	3	79	1	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0
OTU_575	23	11	7	0	0	9	8	0	1	27	3	0	17	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	2	12	0	10	0	104	0	14	0	59	0	0	0	39	8	0	0
OTU_304	90	4	0	0	0	1	3	0	0	0	29	0	0	0	0	749	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	4	0	0	0	3	0	0	0	0	0	0
OTU_229	0	0	0	1	0	11	0	1	0	234	63	0	1176	7	0	0	1	0	0	0	39	0	0	0	18	0	0	0	0	1	1	0	174	0	63	0	124	0	0	0	87	0	0	0	0	0	0	0
OTU_780	58	2	0	0	0	0	26	0	0	0	0	0	0	0	0	239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0
OTU_530	2	0	0	0	0	5	4	0	0	4	112	0	155	0	0	0	0	0	0	0	110	0	0	0	1	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_1102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0
OTU_3956	524	26	0	0	0	1	6	0	0	10	2	0	92	0	0	68	0	0	0	7	2	0	0	2	1	0	0	0	0	0	0	12	1	0	1	0	31	0	6	0	6	0	0	0	20	0	0	0
OTU_209	0	142	0	0	0	0	11	0	0	0	50	0	0	0	0	0	0	0	0	0	1329	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0
OTU_296	221	217	9	0	0	4	35	0	0	0	7	0	8	1	0	13	1	0	0	0	11	0	1	71	1	0	0	0	0	0	0	16	4	0	5	0	5	12	0	0	7	0	0	0	16	294	0	0
OTU_565	0	0	0	19	0	0	0	0	0	0	2	0	1	311	0	0	0	0	6	0	0	0	92	0	69	0	1	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1739	0	2	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	3	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	211	0	0	6	0	0	0
OTU_387	0	0	0	0	0	0	0	0	0	19	1	0	95	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	65	0	315	0	43	0	0	0	12	0	0	0	80	0	0	0
OTU_214	0	0	0	139	0	0	0	0	0	0	0	73	0	33	0	0	3	0	631	10	0	0	4	0	127	0	1	0	0	81	0	0	0	0	0	0	0	0	0	159	0	366	0	0	0	0	0	0
OTU_254	2	0	0	0	0	1	0	0	0	0	1262	0	0	4	0	0	1	0	0	0	3	0	1	0	2	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_261	3	5	0	3	0	48	4	0	0	1	43	0	25	3	451	0	0	147	0	0	60	192	2	0	5	0	0	0	0	0	247	62	7	57	3	0	24	0	0	0	6	0	88	0	6	7	0	0
OTU_403	0	0	0	262	0	0	0	0	0	0	0	3	0	37	0	0	15	0	24	38	0	0	80	0	102	0	21	0	0	8	0	0	0	0	0	0	0	0	0	68	0	2	0	0	0	0	0	0
OTU_252	0	0	0	333	0	0	0	0	0	0	0	0	0	296	0	0	1	0	11	13	11	0	285	0	404	0	16	0	0	9	0	0	0	0	0	0	0	0	0	19	1	8	0	0	0	0	0	0
OTU_537	0	0	0	0	0	7	0	0	0	0	12	0	60	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	12	30	191	0	0	0	25	0	0	0	14	0	0	0	0	0	0	0
OTU_5971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	116	0	0	0	0	0	0	0
OTU_195	0	0	0	271	0	0	0	0	0	0	0	39	0	79	0	0	0	0	8	0	0	0	8	0	912	0	4	0	0	20	0	0	0	0	0	0	0	0	0	0	0	329	0	0	0	0	0	0
OTU_143	0	6	28	0	196	8	0	1	1	4	23	0	64	0	144	0	0	105	0	0	15	71	0	0	0	0	0	0	375	0	111	98	36	195	0	578	94	0	0	0	20	0	95	64	0	0	177	306
OTU_205	311	121	1	46	119	10	173	20	10	34	5	116	15	11	0	14	0	18	69	75	7	0	23	19	23	0	7	0	0	73	0	17	22	5	34	0	9	20	17	124	7	52	0	0	52	68	0	0
OTU_611	0	0	0	4	0	0	0	0	0	0	0	0	1	2	8	0	0	0	93	0	1	0	2	0	185	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	1	42	0	0	0	0	0	0
OTU_745	0	98	0	0	0	31	59	0	0	0	0	2	0	10	0	0	0	0	0	0	348	0	0	0	0	0	0	0	0	0	0	33	99	0	0	0	2	2	0	0	0	0	0	0	0	8	0	0
OTU_1145	0	0	0	0	25	0	0	0	0	0	0	0	0	1	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	67
OTU_532	1	4	0	19	0	6	3	0	0	0	101	7	1	72	0	0	8	0	2	0	52	0	45	0	45	0	35	0	0	13	0	34	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
OTU_244	17	14	0	0	0	1533	216	0	0	0	562	0	0	0	0	4	0	0	0	0	314	0	0	28	0	0	0	0	0	0	0	361	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
OTU_246	0	0	0	0	0	7	0	0	0	0	4	0	64	0	432	0	0	106	0	0	0	152	0	0	0	0	0	0	0	0	114	3	76	166	0	0	60	0	0	0	43	0	0	0	0	0	0	0
OTU_867	0	0	0	18	0	0	0	0	0	0	0	0	0	64	0	0	0	0	4	0	0	0	149	0	42	0	15	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_683	0	0	0	15	0	3	1	0	0	0	2	0	9	0	145	0	0	10	0	0	19	79	0	0	0	0	0	0	0	0	115	21	12	0	0	0	10	0	0	0	8	0	0	0	0	0	0	0
OTU_237	0	0	6	0	0	0	0	0	6	4	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	1039	0	0	0	196	0	0	0
OTU_513	4	42	0	3	0	7	23	0	0	0	0	133	11	1	0	0	0	0	1	0	1	0	1	17	3	0	1	0	0	22	0	3	2	0	7	0	1	0	0	5	391	1	0	0	10	8	0	0
OTU_217	0	0	0	0	0	2	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2610	0	0	0	0	0	0	0	0	0	0
OTU_343	0	0	0	3	0	98	0	0	0	0	78	12	2	7	82	0	37	29	0	4	113	149	16	6	7	0	1	0	0	5	88	126	2	175	0	0	12	0	0	3	0	10	53	0	0	0	0	0
OTU_345	0	0	0	65	0	0	0	0	0	2	1	8	0	75	0	0	650	0	0	6	0	0	50	0	72	0	32	0	0	8	0	0	1	0	0	0	1	0	0	0	0	8	0	0	0	0	0	0
OTU_605	0	3	0	1	0	114	76	0	0	0	17	0	0	2	0	0	0	0	0	0	38	1	0	0	2	0	0	0	0	0	1	35	0	0	0	0	0	11	0	0	0	0	7	0	0	0	0	0
OTU_1055	0	0	0	0	0	115	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_314	0	0	0	74	0	0	0	0	0	0	0	64	0	387	6	0	119	0	3	9	3	0	567	0	75	0	15	2	0	1	0	0	0	0	0	0	9	0	12	2	0	2	0	0	0	0	0	0
OTU_511	0	0	0	0	0	19	3	0	0	1	10	0	15	0	75	0	0	0	0	0	33	95	0	0	0	0	0	0	0	0	48	77	10	20	0	0	0	0	0	0	4	0	44	0	0	0	0	0
OTU_545	0	25	0	0	0	66	0	0	0	0	41	0	0	0	7	0	0	0	0	0	175	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_240	0	0	0	473	0	0	16	0	0	0	0	0	48	66	205	0	25	272	21	128	36	238	232	0	230	0	36	0	0	2	250	0	0	205	9	0	0	0	0	129	0	3	250	21	0	0	34	0
OTU_294	0	0	0	164	0	0	0	1	0	1	0	0	0	0	0	0	0	0	84	96	0	0	0	0	411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0
OTU_160	76	6	0	0	0	49	36	0	0	0	1377	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	856	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0
OTU_1839	0	504	0	4	0	0	0	1	0	0	0	23	1	0	0	0	2	0	0	2	1	0	0	0	6	0	13	0	0	0	0	0	0	0	0	0	0	4	0	1	2	0	0	0	0	0	0	0
OTU_733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	6	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	265	0	0	0	0	0	0
OTU_391	0	0	0	6	0	3	0	0	0	0	7	0	0	3	102	0	17	0	2	0	2	577	3	0	19	0	0	0	0	0	132	0	0	0	0	21	0	12	0	0	0	0	0	1	0	0	0	0
OTU_191	17	40	0	126	0	220	38	0	14	4	379	11	9	42	0	0	107	0	4	24	372	0	91	0	58	0	31	0	0	4	4	140	45	0	1	0	5	0	0	20	5	1	0	0	0	4	0	0
OTU_587	0	15	0	0	0	24	0	0	0	1	113	0	0	0	0	0	0	10	0	0	31	0	0	0	1	0	0	0	0	0	0	58	10	13	0	0	40	0	0	0	2	0	0	0	0	0	0	0
OTU_508	5	0	0	0	0	4	0	0	1	0	7	0	55	0	123	0	0	0	0	0	23	82	0	0	0	0	0	0	0	0	35	25	60	0	0	0	64	0	0	0	33	0	0	0	0	0	0	0
OTU_482	9	6	0	20	0	107	0	0	0	0	149	0	0	0	0	51	1	0	3	21	169	0	12	0	64	0	1	0	0	0	1	228	2	0	0	0	2	0	0	23	0	0	0	0	0	0	0	0
OTU_372	0	0	0	266	0	0	0	0	0	0	0	0	0	245	0	0	2	0	2	2	0	0	149	0	264	0	18	0	0	13	0	0	0	0	2	0	0	0	1	19	0	1	0	0	0	0	0	0
OTU_2944	0	0	0	13	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	3	0	0	43	0	234	0	22	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
