L0006.SH.GE.Epi.ITS1.3	L0006.SH.GE.Epi.ITS1.4	L0006.SH.PU.Endo.ITS1.4	L0006.SH.SD.Soil.ITS1.1	L0006.SH.CAS8.Root.ITS1.3	L0006.SH.GE.Soil.ITS1.2	L0006.SH.GE.Epi.ITS1.2	L0006.SH.PU.Endo.ITS1.3	L0006.SH.PU.Endo.ITS1.2	L0006.SH.PU.Epi.ITS1.4	L0006.SH.GE.Soil.ITS1.1	L0006.SH.SD.Endo.ITS1.3	L0006.SH.PU.Soil.ITS1.3	L0006.SH.SD.Soil.ITS1.3	L0006.SH.CAS9.Soil.ITS1.3	L0006.SH.GE.Endo.ITS1.3	L0006.SH.SD.Endo.ITS1.4	L0006.SH.CAS8.Soil.ITS1.1	L0006.SH.SD.Epi.ITS1.2	L0006.SH.SD.Endo.ITS1.1	L0006.SH.GE.Soil.ITS1.4	L0006.SH.CAS9.Soil.ITS1.1	L0006.SH.SD.Soil.ITS1.4	L0006.SH.GE.Endo.ITS1.4	L0006.SH.SD.Soil.ITS1.2	L0006.SH.GE.Endo.ITS1.1	L0006.SH.SD.Epi.ITS1.4	L0006.SH.PU.Endo.ITS1.1	L0006.SH.CAS9.Root.ITS1.2	L0006.SH.SD.Epi.ITS1.3	L0006.SH.CAS9.Soil.ITS1.2	L0006.SH.GE.Soil.ITS1.3	L0006.SH.PU.Soil.ITS1.4	L0006.SH.CAS8.Soil.ITS1.3	L0006.SH.PU.Epi.ITS1.3	L0006.SH.CAS9.Root.ITS1.1	L0006.SH.PU.Soil.ITS1.1	L0006.SH.GE.Endo.ITS1.2	L0006.SH.PU.Epi.ITS1.1	L0006.SH.SD.Epi.ITS1.1	L0006.SH.PU.Soil.ITS1.2	L0006.SH.SD.Endo.ITS1.2	L0006.SH.CAS8.Soil.ITS1.2	L0006.SH.CAS9.Root.ITS1.3	L0006.SH.PU.Epi.ITS1.2	L0006.SH.GE.Epi.ITS1.1	L0006.SH.CAS8.Root.ITS1.2	L0006.SH.CAS8.Root.ITS1.1
OTU_373	1522	0	0	115	0	25	0	0	0	59	0	0	48	1	0	0	23	0	357	17	0	0	0	0	0	67	0	0	0	148	0	13	12	0	126	0	0	0	0	239	0	2	0	0	342	1	0	0
OTU_113	0	500	0	0	0	2239	1784	0	0	0	0	0	0	1	0	0	0	0	0	0	457	0	1	26	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	6	0	0
OTU_44	0	0	0	0	0	0	0	2	0	0	0	0	0	22	0	0	1730	0	295	0	0	0	7553	1	295	0	4312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1180	0	0	1	0	9	0
OTU_2220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	243	0	0	0	0	0	0	0	0	0
OTU_282	589	136	9	2	0	17	84	1	1	16	5	2	12	5	0	21	1	0	7	1	4	0	5	25	6	20	8	0	0	11	0	4	21	0	3	0	4	6	1	10	10	0	0	0	13	165	0	0
OTU_37	0	0	0	172	1	0	0	0	1	0	0	49	0	33	0	0	8	0	3582	4446	1	0	20	0	964	0	23	0	0	115	0	1	0	0	0	0	3	0	0	678	0	7236	0	0	0	0	0	0
OTU_610	0	93	0	0	0	23	10	0	0	12	3	0	90	0	0	0	0	0	0	0	164	0	0	14	0	0	0	0	0	0	0	0	139	0	1	0	7	0	0	0	0	0	0	0	0	0	0	0
OTU_32	6	1600	0	0	0	51	11	0	0	0	691	0	0	0	0	0	1	0	0	0	104	0	0	4171	0	10554	0	1	0	0	0	137	1	1	1	0	0	7	0	0	2	0	0	0	0	891	0	0
OTU_14	73	104	2727	1278	0	17	0	552	4445	360	34	2845	803	508	0	114	14122	0	108	5937	69	0	1908	0	574	2	730	162	0	353	2	20	579	0	90	0	192	47	18	898	310	1331	0	0	341	156	0	0
OTU_485	0	0	9	0	0	0	0	0	79	31	1	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	198	0	9	0	155	0	24	0	47	1	0	0	18	0	0	0
OTU_274	0	0	0	0	0	8	0	0	0	0	0	0	165	4	181	0	0	0	0	0	5	344	3	0	1	0	0	0	0	0	262	15	32	0	69	0	0	0	0	0	83	0	185	0	0	0	0	0
OTU_622	0	0	0	0	0	0	0	0	0	9	0	0	48	2	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	54	0	20	0	0	0	2	0	9	0	0	0	134	0	0	0
OTU_120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	1	0	0	12	0	0	4446	0	0	0
OTU_175	1	0	0	132	0	0	0	0	140	0	0	50	6	410	0	0	1198	0	5	280	0	0	48	0	359	0	126	0	0	47	0	0	0	0	0	0	0	0	0	23	130	365	0	0	57	0	0	0
OTU_88	0	0	6	13	0	0	0	0	5105	7	2	0	169	5	23	0	1	280	8	0	4	0	3	0	47	0	1	1	0	2	5	0	21	20	3	0	2	0	0	1	4	2	75	0	109	0	0	0
OTU_404	31	4	0	2	0	364	0	0	0	0	24	0	0	1	0	0	1	0	1	0	47	4	15	0	1	0	0	0	0	0	0	123	6	0	0	0	1	0	0	1	9	0	0	0	5	0	0	0
OTU_383	1	27	0	81	0	48	16	0	0	0	309	0	7	43	52	8	0	6	4	3	198	19	60	0	96	0	12	0	0	8	21	73	5	1	0	0	7	0	0	5	11	2	2	0	0	0	0	0
OTU_207	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	5	0	0	2264	0	0	591	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0
OTU_132	0	0	0	0	0	8	0	0	0	1	3	0	223	0	0	0	0	311	0	0	1	0	0	0	0	0	0	0	0	0	64	1	267	380	2	0	11	0	0	0	10	0	1965	0	0	0	11	18
OTU_1255	0	0	0	0	0	20	3	0	0	0	4	0	30	0	103	8	13	0	0	0	11	0	2	0	0	0	1	0	0	0	0	28	4	0	0	0	2	0	0	0	0	4	0	0	0	0	0	0
OTU_68	25	188	50	66	0	474	87	1	25	65	336	3	168	26	891	39	35	131	0	4	942	957	107	39	47	17	18	26	10	10	587	525	223	818	35	0	193	56	194	8	108	7	316	0	45	6	0	0
OTU_450	1	0	0	0	0	19	3	0	89	7	28	0	15	0	0	0	0	2	0	0	27	0	0	0	0	0	0	0	0	0	0	334	16	6	4	0	7	0	0	0	16	0	12	0	19	0	0	0
OTU_298	1	0	0	12	34	0	19	2	2	73	6	0	149	3	42	0	3	0	2	0	1	0	6	0	7	0	1	0	0	10	7	9	410	0	14	0	270	0	47	4	55	0	0	0	77	0	0	0
OTU_371	22	0	0	12	0	15	20	0	0	1	84	0	22	53	262	0	0	0	21	0	11	25	41	0	74	0	24	0	0	38	7	40	35	1	8	1	0	0	0	7	3	0	0	7	0	4	0	0
OTU_408	0	0	7	0	0	0	0	0	1	0	0	0	3	1	0	0	3	112	0	0	0	9	1	0	2	0	0	0	0	0	17	5	2	146	0	0	0	0	0	1	0	2	119	46	0	0	34	164
OTU_85	0	0	0	0	0	101	0	0	0	16	0	1	8	0	69	0	0	0	0	0	0	1059	0	0	0	0	1	0	0	0	185	0	66	0	0	0	4	0	0	0	6195	0	0	0	0	0	0	0
OTU_1329	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_810	0	0	0	82	0	0	0	0	0	3	0	1	1	11	0	0	0	0	9	63	5	0	16	0	40	0	21	0	0	4	0	0	4	0	2	0	1	0	6	9	0	0	0	0	0	0	0	0
OTU_232	100	162	109	3	0	6	106	79	491	57	12	50	107	2	14	658	1	0	1	549	29	19	0	178	24	0	0	6	0	0	6	29	30	10	53	222	26	83	20	29	89	26	16	0	31	9	0	0
OTU_471	0	6	0	0	0	37	0	0	0	0	93	0	3	0	161	0	0	0	0	0	42	47	0	17	0	0	0	0	0	0	76	29	3	46	0	0	9	0	0	0	1	0	0	0	3	0	0	0
OTU_460	0	0	3	0	0	0	0	0	0	33	1	0	36	10	0	0	0	0	0	2	1	0	566	0	2	0	1	0	0	1	0	0	23	0	1	0	5	0	0	0	143	0	0	0	3	0	0	0
OTU_424	99	105	9	31	0	144	11	0	0	5	61	201	7	24	0	10	0	0	210	17	739	0	51	0	98	6	159	0	0	77	0	101	14	0	7	0	3	1	0	0	24	52	37	0	0	233	0	0
OTU_15	62	3298	27	1	1	114	132	467	390	20	154	0	19	0	0	719	0	0	0	8	252	0	0	29567	2	4979	1	160	0	0	1	80	9	0	49	0	39	221	31	9	9	0	0	0	306	216	0	0
OTU_144	253	187	6	5	0	7	23	0	3	4	6	0	20	3	0	56	0	0	4	0	16	0	0	57	0	0	0	0	0	1	0	14	3	0	23	0	0	32	11	2	61	0	0	0	277	2375	0	0
OTU_70	23	203	0	136	0	656	65	0	0	12	413	18	15	123	724	0	4	97	117	16	900	502	136	0	560	1	25	0	0	10	316	884	1721	166	2	0	16	0	3	38	89	9	182	0	8	2	0	0
OTU_177	124	168	41	118	0	11	25	0	0	80	6	288	28	266	0	18	65	0	768	18	5	0	312	40	307	19	423	7	0	875	1	11	97	0	32	0	72	0	6	587	38	193	0	0	163	38	0	0
OTU_761	0	0	0	0	0	0	0	0	0	0	11	273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_98	0	23	13	21	0	1	14	14	248	219	0	43	251	4	0	0	1	0	626	62	12	0	26	0	83	0	43	0	0	42	0	0	52	0	577	0	27	0	4	114	2888	1103	0	0	305	7	0	0
OTU_574	0	0	0	2	0	52	0	0	0	0	63	0	8	6	42	0	0	25	10	0	184	23	2	0	12	0	0	0	0	0	17	59	22	37	0	0	39	0	0	0	15	0	0	0	0	0	0	0
OTU_114	47	55	0	30	0	211	32	0	0	0	2545	0	9	33	27	7	5	50	5	0	738	27	29	0	76	0	178	0	0	1	27	288	3	0	0	0	9	0	0	9	1	0	74	0	0	11	0	0
OTU_685	0	0	0	10	0	0	0	0	0	0	0	0	0	49	0	0	0	0	8	0	0	0	16	0	213	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1567	0	2	0	95	0	2	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	4	0	1	0	5	0	0	0	0	1	0	0	0	0	0	0	13	4	0	0	0	0	7	0	0	0
OTU_341	0	1	0	1	0	0	0	0	0	0	0	0	0	0	197	0	0	587	0	0	0	125	0	0	0	0	0	0	6	0	1966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	0
OTU_189	16	119	2	86	75	2	3	0	0	2	2	153	29	165	35	3	0	222	27	282	45	39	130	15	72	5	46	0	0	108	50	18	88	149	0	0	6	0	0	8	87	72	104	0	9	0	0	0
OTU_49	2	0	8925	0	0	564	11	5798	0	606	16	1	2107	0	0	18	0	0	0	0	0	0	1	2	0	0	0	0	0	1	1	0	425	0	953	0	1	23	0	0	5	0	1	0	4	0	0	0
OTU_430	0	26	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	485	3	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_517	495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_664	3	12	0	0	0	72	88	0	0	0	328	0	0	2	0	0	0	0	0	0	13	0	1	0	6	0	0	0	0	0	0	128	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_185	0	0	0	0	0	207	0	0	0	0	17	0	4	0	48	33	1	34	0	0	87	89	0	0	0	0	0	0	0	0	2269	4	0	0	0	0	0	0	0	0	3	0	17	8	0	0	0	0
OTU_609	0	0	0	0	0	0	0	0	0	2	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	350	0	6	0	0	0	0	0	0	0	0	0
OTU_20	115	99	104	109	0	830	296	10	1	401	498	1	4609	53	6656	29	1	1878	25	6	1033	4321	73	580	133	67	12	69	0	5	3216	1008	849	4010	763	527	1252	0	410	25	831	16	1918	48	87	18	39	0
OTU_7	666	17	751	2209	1	174	361	32533	9882	592	140	686	2485	367	14	66	5715	20	206	4398	689	1	349	2	591	107	121	820	1	240	8	202	570	8	2450	0	572	179	516	1224	3258	1210	42	0	850	159	0	0
OTU_179	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2396	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_111	82	76	44	210	0	823	13	4	244	50	198	19	109	158	0	44	493	0	44	22	384	0	254	48	576	17	52	185	0	33	4	128	576	16	25	0	163	0	33	54	118	270	6	0	65	2	0	0
OTU_286	84	117	0	14	0	317	37	0	0	0	274	1	0	23	0	14	0	0	1	1	294	0	39	0	38	0	1	0	0	5	10	234	3	12	0	0	1	0	0	2	5	1	0	0	2	37	0	0
OTU_576	0	0	0	55	0	0	0	0	0	0	0	0	0	44	0	0	157	0	0	118	5	0	211	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	16	0	0	0	0	0	0
OTU_135	0	336	754	1	0	25	0	0	35	353	255	0	0	3	0	0	97	0	4	0	1978	0	152	266	3	0	2	317	0	1	1	2	36	0	0	0	65	26	275	41	5	0	0	0	135	0	0	0
OTU_599	0	0	0	18	0	0	46	0	0	0	0	1	1	1	0	3	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	2	0	0	0	0	0	804	0	0
OTU_127	404	16	0	0	0	142	87	0	0	0	289	0	1	0	0	225	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	2345	0	0	1	0	0	0	0	0	0	0	0	0	0	77	0	0
OTU_173	151	14	0	0	0	19	856	0	79	0	1353	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	7	0	0	0	12	0	0	1	0	0	0	42	3	0	0
OTU_552	0	0	39	0	0	0	0	0	516	31	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	36	0	4	0	13	0	0	0	42	0	0	0
OTU_4435	0	0	0	0	0	0	0	77	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	875	0	8	0	0	0	0	0	0	0
OTU_202	45	90	0	0	0	262	74	0	0	0	287	0	0	0	0	7	1	0	0	0	492	0	0	1	0	57	0	0	0	0	0	784	0	0	0	0	2	2	0	0	0	0	0	0	0	8	0	0
OTU_153	50	17	0	16	0	223	0	0	0	0	332	3	59	15	122	0	1	0	0	0	1950	123	7	20	15	0	0	0	0	109	58	283	46	85	0	0	6	0	0	3	42	0	27	0	38	0	0	0
OTU_441	1	9	2	0	0	24	10	40	0	0	1	0	14	0	4	8	0	0	0	0	35	11	0	225	0	1	0	0	3	0	1	25	14	5	0	18	1	62	0	0	0	2	6	2	4	0	0	0
OTU_9	2049	1267	373	913	0	60	680	3	22	281	87	2761	235	966	2	198	380	0	7178	250	56	0	878	199	2898	251	2534	9	0	4551	3	79	257	1	383	0	100	30	76	17185	2427	1720	1	0	5301	7470	24	0
OTU_249	47	59	0	8	0	116	0	0	0	0	235	0	110	0	7	4	0	4	0	0	307	0	0	0	1	0	0	0	0	0	0	116	16	328	0	0	11	0	0	3	12	0	0	0	0	0	0	0
OTU_197	0	0	0	0	0	8	0	0	0	0	151	0	148	0	0	0	0	0	0	0	361	0	0	0	0	0	0	0	0	0	692	158	217	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_520	0	0	0	368	0	0	0	0	0	0	0	0	0	12	0	0	0	0	10	1	0	0	32	0	194	0	5	0	0	0	0	0	0	0	0	0	0	0	5	13	0	7	0	0	0	0	0	0
OTU_233	0	0	0	15	0	52	0	0	0	0	41	0	338	12	1625	0	0	0	0	0	119	0	86	0	176	0	1	0	0	0	165	121	23	0	3	0	7	0	0	0	0	3	0	0	0	0	0	0
OTU_4879	0	9	2	62	0	0	23	0	0	0	0	135	0	4	0	1	0	0	1	3	1	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0
OTU_87	1	0	216	0	0	0	0	0	104	1049	0	0	1917	0	0	0	2	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	539	0	480	1	354	0	116	0	872	1	0	0	449	0	0	0
OTU_729	0	0	0	51	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	30	0	229	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
OTU_379	712	292	21	0	0	12	12	0	0	27	10	10	2	5	0	95	0	0	19	0	21	0	6	67	11	10	2	0	0	52	0	8	16	0	3	0	12	0	10	0	12	3	0	0	6	65	0	0
OTU_627	13	0	0	0	0	2	0	0	0	0	10	0	0	0	0	0	0	0	0	0	272	0	0	0	0	9	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_228	0	0	0	0	0	81	0	5	0	0	146	0	0	12	131	0	0	434	0	0	133	306	6	0	3	0	0	0	0	8	358	50	2	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_738	0	0	0	0	0	0	0	0	0	0	0	0	2	0	112	0	0	32	0	0	80	20	0	0	0	0	1	0	0	0	0	16	1	20	0	0	5	0	0	0	0	0	18	0	0	0	0	0
OTU_512	170	25	0	1	0	12	27	0	0	1	2	6	4	21	0	7	2	0	3	0	2	0	5	24	1	0	6	0	0	44	0	12	2	0	0	0	7	3	0	3	2	1	0	0	11	110	0	0
OTU_200	0	2	0	1	0	66	0	0	0	0	57	0	107	3	437	0	0	5	0	0	161	132	3	0	2	0	3	0	0	0	238	120	95	125	0	0	236	0	27	0	190	0	87	0	36	0	0	0
OTU_917	0	0	1	78	0	0	0	0	0	21	1	15	1	55	0	0	32	0	69	28	1	0	68	0	30	0	559	0	0	53	0	0	106	0	10	0	1	0	0	51	1	4	0	0	1	0	0	0
OTU_946	0	0	0	14	0	0	0	1	1072	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1735	0	0	0	0	0	0	0	0	17	0	3	0	0	0	0	0	0	0	0	0
OTU_359	24	0	162	0	0	6	92	5	66	705	0	0	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	46	0	117	0	299	0	0	0	39	1	0	0	47	0	0	0
OTU_674	0	0	0	0	0	0	0	0	0	0	326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_874	13	2	0	0	0	0	0	17	4	1	0	7	1	0	0	20	1	0	0	0	0	0	1	0	0	29	0	8	28	0	0	0	0	0	0	64	0	0	1	0	0	0	0	7	0	0	0	0
OTU_110	2	5	3	349	0	17	2	268	0	3	42	362	2	324	0	0	917	0	35	420	73	0	360	2	788	0	490	145	0	82	0	38	38	0	11	0	23	0	24	182	218	97	0	0	74	0	0	0
OTU_394	4	0	0	0	0	3	4	0	0	0	553	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0
OTU_25	0	10	0	1159	0	1	0	0	0	20	0	10699	2	1322	0	1	142	2	5583	1273	0	0	30	1	847	1	46	0	0	13788	0	0	39	0	2	0	0	0	4	3732	1	11022	0	0	19	0	6	0
OTU_295	0	0	0	0	0	0	0	0	0	4	486	0	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	86	0	4	0	318	0	3	0	0	0	0	0	0	0	0	0
OTU_5	1	4	1880	1	1	1	1	3330	13449	9269	0	1	19163	1	1	0	2	0	0	0	2	1	0	1	2	0	0	382	0	2	2	0	2074	0	22548	0	2281	0	4119	3	5125	1	1	3	12234	1	0	0
OTU_81	29	136	3	2	0	907	47	0	0	0	1030	0	115	2	442	0	0	53	0	0	1922	264	0	12	1	0	1	1	0	0	361	1085	253	90	14	0	251	0	0	2	81	0	57	1	11	16	0	0
OTU_950	273	10	0	781	0	0	1	0	0	1	2	3	0	3	0	105	553	0	0	492	160	0	92	11	14	0	28	0	0	0	0	17	0	5	0	10	0	0	0	209	0	0	0	0	1	41	0	0
OTU_253	0	1	0	0	0	0	0	0	0	0	88	0	253	0	241	0	0	42	0	0	0	458	0	1	0	0	0	0	0	0	408	20	0	45	7	0	45	2	0	0	129	0	0	0	0	0	0	0
OTU_6	170	12	712	3282	0	19	72	798	14442	1807	24	7574	10277	490	47	532	3828	0	2204	8820	9	0	2230	2	1229	0	472	46	1	508	86	59	1418	21	1819	0	5668	2	210	299	4481	5976	1	0	4501	11	0	0
OTU_124	3	13	1	82	0	82	2	0	0	132	272	0	23	1	839	47	0	432	17	8	82	183	2	14	140	0	0	0	0	0	579	210	130	792	0	65	74	0	0	47	89	0	740	0	10	0	0	0
OTU_1022	16	25	40	12	0	5	51	23	64	3	0	113	0	12	0	4	345	0	14	224	8	0	12	42	19	12	5	0	0	34	0	4	2	0	2	0	6	17	0	48	0	46	0	0	1	7	0	0
OTU_239	0	0	0	0	0	1	0	1	0	6	0	0	19	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	89	0	0	0	2403	1	9	0	11	0	0	0	0	0	0	0
OTU_2	865	6225	23240	201	109	373	2636	10216	13641	2527	814	3277	1927	207	42	2616	1142	79	311	3019	519	97	39	13952	174	10585	128	13757	22	1100	51	265	897	107	1299	27	917	4214	4041	1131	394	1018	104	0	1401	1393	55	318
OTU_476	0	0	0	82	0	0	0	0	0	0	0	0	0	119	0	0	2	0	5	11	0	0	75	0	112	0	11	0	0	12	3	0	0	0	1	0	0	0	0	13	0	2	0	0	0	0	0	0
OTU_147	0	3	0	0	0	6	0	0	0	0	4	0	33	0	697	0	0	199	0	0	19	474	0	0	0	1	0	0	48	0	551	133	20	180	0	30	50	0	0	0	50	0	140	48	0	0	0	0
OTU_656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_222	0	0	0	3	0	0	0	0	0	0	0	11	0	6	0	0	1127	0	11	0	0	0	7	0	129	0	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0
OTU_26	29	9	5	0	0	16	308	0	0	9	2	0	0	0	0	382	0	0	0	0	0	0	1	255	0	8482	0	0	0	0	1	3	1	0	0	0	0	14806	0	0	0	0	2	0	0	201	0	23
OTU_74	67	29	0	1	0	4776	155	0	1	0	369	0	0	0	0	167	1	0	0	0	510	0	0	0	0	0	0	0	0	0	0	1217	0	0	0	1	0	0	0	0	0	0	0	0	0	18	0	0
OTU_28	2	42	0	0	0	31	28	1	0	92	65	0	2643	0	2	1	0	0	0	0	2923	0	0	0	0	0	0	0	0	0	6033	16	7418	0	79	1	3074	0	22	1	5	1	1	1	2	0	0	0
OTU_63	0	96	2	4	0	1360	596	1	1	30	1029	0	385	10	1289	0	0	0	1	0	1129	662	0	0	23	0	0	0	0	0	547	1929	380	52	1	126	305	0	0	0	275	0	0	0	0	0	0	0
OTU_452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	599	0	0	0	0	0
OTU_235	22	0	54	17	0	1	0	44	342	55	0	7	76	19	0	0	22	0	4	15	1	0	148	0	12	0	45	1	0	5	0	5	75	0	26	0	38	0	0	13	62	0	0	0	204	0	0	0
OTU_643	0	0	0	57	0	0	0	0	0	0	0	0	0	40	0	0	3	0	5	4	0	0	109	0	60	0	5	0	0	2	0	0	4	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0
OTU_3746	87	285	136	25	0	48	398	94	220	24	28	378	24	40	34	219	137	55	32	394	84	37	7	661	35	191	7	17	31	137	13	23	130	40	2	12	59	622	3	134	13	162	29	0	37	40	13	0
OTU_250	4	0	1	0	0	0	0	0	0	36	0	0	734	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	4	153	0	289	0	0	0	0	0	5	0	0	0	14	0	0	0
OTU_267	78	15	0	54	0	8	36	0	0	0	3	13	24	13	0	0	8	0	70	1	5	1	42	0	89	0	155	0	0	71	0	13	3	0	0	0	0	0	0	356	37	21	0	0	67	26	0	0
OTU_3969	178	0	2	1	0	0	0	0	0	0	1	2	0	0	0	0	1	0	231	0	0	0	0	0	0	5	0	0	0	1	0	1	1	0	1	0	2	0	0	25	0	2	0	0	1	0	0	0
OTU_62	4	86	1	0	0	145	14	1	13	4	127	0	48	1	516	14	1	0	0	0	137	693	0	27	0	0	0	0	239	0	8724	90	107	40	6	11	28	0	0	0	63	0	38	959	52	25	0	0
OTU_168	181	117	56	13	0	34	105	0	0	108	26	27	30	44	0	47	6	0	509	1	13	0	7	36	48	0	2	0	0	205	0	10	32	0	6	0	11	4	3	411	8	58	0	0	9	43	0	0
OTU_713	0	0	0	5	0	0	0	0	0	36	0	0	579	4	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	110	0	257	0	375	0	50	2	70	0	1	0	21	0	0	0
OTU_136	0	0	0	457	0	1	0	0	0	43	0	0	1	13	0	0	0	0	6	1827	0	0	14	0	3	0	2	0	0	0	0	0	64	0	0	0	21	0	13	327	0	10	0	0	0	0	0	0
OTU_492	3	2	0	151	0	12	0	0	0	0	9	29	53	156	178	0	6	47	7	160	41	119	132	0	205	0	7	0	0	6	90	17	28	56	1	0	23	0	0	7	11	4	113	0	0	0	0	0
OTU_22	17	1919	7359	367	0	45	223	265	189	3836	5	15	86	12	0	0	2190	1	144	899	495	0	34	1284	134	16	192	5570	0	10	0	4	3370	0	278	8	5156	5	1950	282	1440	1129	1	0	1248	37	0	0
OTU_409	0	0	0	0	0	0	0	0	0	2	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	738	0	0	0	3	0	0	0	1	0	0	0
OTU_42	2	38	20	738	0	365	14	0	8	144	298	443	210	684	0	0	2357	0	234	1153	689	58	908	0	2667	0	259	0	0	110	12	348	379	13	8	0	688	152	144	187	72	185	0	0	41	0	5	0
OTU_883	0	0	0	0	0	0	0	0	0	1	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	3	0	0	0	6	0	0	0	156	0	0	0
OTU_218	285	9	0	102	0	0	117	0	0	4	0	508	4	15	0	94	13	0	65	832	0	0	222	0	36	17	39	0	0	327	0	0	6	0	0	0	2	10	0	332	0	42	0	0	6	11	0	0
OTU_236	0	10	3	0	0	0	0	0	0	483	432	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	237	0	0	0	2	0	0	0	274	0	0	0	306	0	0	0
OTU_215	0	0	0	156	0	0	0	0	0	0	0	5	0	362	0	0	0	0	2	2396	0	0	73	0	135	0	5	0	0	11	1	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0
OTU_65	0	0	0	433	0	0	0	0	0	2	1	308	7	116	158	0	5198	0	10	532	2	0	2184	0	234	0	370	26	0	8	21	0	0	0	0	0	24	0	41	121	2	22	0	0	0	0	0	0
